;�..Isolate;Collection.Year;Accession.number;Source;Continent;Country;Region;ptxA;ptxP;fim3;fim2;prn.allele;prn.expression;If.PRN.negative.state.event;Insertion.of.IS481.in.PRN;Western.Blot.prn.expression.NRC.Institut.Pasteur;Longitude;Latitude;Precision_loc;Dataset
420;FR0636;1998;ERR6044162;This_study;Europe;FR;;ptxA1;ptxP3;fim3-2;fim2-1;Prn 2;prn+;;no;not available;2,3514616;48,8566969;City;Pasteur_Brisse
421;FR0645;1998;ERR6044163;This_study;Europe;FR;;ptxA1;ptxP3;fim3-1;fim2-1;Prn 2;prn+;;no;not available;5,7357819;45,1875602;City;Pasteur_Brisse
422;FR0646;1998;ERR6044164;This_study;Europe;FR;;ptxA1;ptxP3;fim3-1;fim2-1;Prn 2;prn+;;no;not available;2,3514616;48,8566969;City;Pasteur_Brisse
423;FR0647;1998;ERR6044165;This_study;Europe;FR;;ptxA1;ptxP3;fim3-2;fim2-1;Prn 2;prn+;;no;not available;0,2255168;49,1460831;City;Pasteur_Brisse
424;FR0649;1998;ERR6044166;This_study;Europe;FR;;ptxA1;ptxP3;fim3-1;fim2-1;;Unkown;event51;no;not available;2,2956951;49,8941708;City;Pasteur_Brisse
425;FR0650;1998;ERR6044167;This_study;Europe;FR;;ptxA1;ptxP3;fim3-2;fim2-1;Prn 2;prn+;;no;not available;2,3514616;48,8566969;City;Pasteur_Brisse
426;FR0651;1998;ERR6044168;This_study;Europe;FR;;ptxA2;ptxP1;fim3-1;fim2-1;;Unkown;;no;not available;4,735948;45,6963425;City;Pasteur_Brisse
427;FR0652;1998;ERR6044169;This_study;Europe;FR;;ptxA1;ptxP3;fim3-2;fim2-1;Prn 2;prn+;;no;not available;4,735948;45,6963425;City;Pasteur_Brisse
428;FR0653;1998;ERR6044170;This_study;Europe;FR;;ptxA1;ptxP3;fim3-2;fim2-1;Prn 2;prn+;;no;not available;4,735948;45,6963425;City;Pasteur_Brisse
429;FR0654;1998;ERR6044171;This_study;Europe;FR;;ptxA1;ptxP3;fim3-2;fim2-1;Prn 2;prn+;;no;not available;4,735948;45,6963425;City;Pasteur_Brisse
430;FR0656;1998;ERR6044172;This_study;Europe;FR;;ptxA1;ptxP3;fim3-2;fim2-1;Prn 2;prn+;;no;not available;4,735948;45,6963425;City;Pasteur_Brisse
431;FR0658;1998;ERR5101989;This_study;Europe;FR;;ptxA1;ptxP3;fim3-1;fim2-1;Prn 2;prn+;;no;not available;-0,5800364;44,841225;City;Pasteur_Brisse
432;FR0660;1998;ERR6044173;This_study;Europe;FR;;ptxA1;ptxP3;fim3-2;fim2-1;Prn 2;prn+;;no;not available;2,2956951;49,8941708;City;Pasteur_Brisse
433;FR0664;1998;ERR6044174;This_study;Europe;FR;;ptxA1;ptxP3;fim3-2;fim2-1;Prn 2;prn+;;no;not available;3,0706414;50,6305089;City;Pasteur_Brisse
434;FR0677;1999;ERR6044175;This_study;Europe;FR;;ptxA1;ptxP3;fim3-2;fim2-1;Prn 2;prn+;;no;not available;5,3699525;43,2961743;City;Pasteur_Brisse
435;FR0683;1999;ERR6044176;This_study;Europe;FR;;ptxA1;ptxP3;fim3-2;fim2-1;Prn 2;prn+;;no;not available;1,0939658;49,4404591;City;Pasteur_Brisse
436;FR0710;1999;ERR6044177;This_study;Europe;FR;;ptxA1;ptxP3;fim3-2;fim2-1;Prn 2;prn+;;no;not available;4,735948;45,6963425;City;Pasteur_Brisse
437;FR0732;1999;ERR6044178;This_study;Europe;FR;;ptxA1;ptxP3;fim3-2;fim2-1;Prn 2;prn+;;no;not available;3,0706414;50,6305089;City;Pasteur_Brisse
438;FR0736;1999;ERR6044179;This_study;Europe;FR;;ptxA1;ptxP1;fim3-1;fim2-1;Prn 3;prn+;;no;not available;2,4530731;48,7771486;City;Pasteur_Brisse
439;FR0746;1999;ERR6044180;This_study;Europe;FR;;ptxA1;ptxP1;fim3-1;fim2-1;Prn 3;prn+;;no;not available;2,3514616;48,8566969;City;Pasteur_Brisse
440;FR0788;1999;ERR6044181;This_study;Europe;FR;;ptxA1;ptxP3;fim3-2;fim2-1;Prn 2;prn+;;no;not available;4,735948;45,6963425;City;Pasteur_Brisse
441;FR0809;1999;ERR6044182;This_study;Europe;FR;;ptxA1;ptxP3;fim3-2;fim2-1;Prn 2;prn+;;no;not available;2,2956951;49,8941708;City;Pasteur_Brisse
442;FR0813;1999;ERR6044183;This_study;Europe;FR;;ptxA1;ptxP1;fim3-1;fim2-1;Prn 3;prn+;;no;not available;2,3514616;48,8566969;City;Pasteur_Brisse
443;FR0817;1999;ERR6044184;This_study;Europe;FR;;ptxA1;ptxP3;fim3-2;fim2-1;Prn 2;prn+;;no;not available;1,0939658;49,4404591;City;Pasteur_Brisse
444;FR0854;2000;ERR6044185;This_study;Europe;FR;;ptxA1;ptxP1;Others;fim2-1;Prn 1;prn+;;no;not available;2,3772525;51,0347708;City;Pasteur_Brisse
445;FR0856;2000;ERR6044186;This_study;Europe;FR;;ptxA1;ptxP3;fim3-2;fim2-1;Prn 2;prn+;;no;not available;4,82511;45,7009;City;Pasteur_Brisse
446;FR0857;2000;ERR6044187;This_study;Europe;FR;;ptxA1;ptxP3;fim3-2;fim2-1;Prn 2;prn+;;no;not available;4,735948;45,6963425;City;Pasteur_Brisse
447;FR0896;2000;ERR6044188;This_study;Europe;FR;;ptxA1;ptxP3;fim3-1;fim2-1;Prn 19;Unkown;;no;not available;1,0939658;49,4404591;City;Pasteur_Brisse
448;FR0903;2000;ERR6044189;This_study;Europe;FR;;ptxA1;ptxP3;fim3-2;fim2-1;Prn 2;prn+;;no;not available;5,44973;43,5283;City;Pasteur_Brisse
449;FR0923;2000;ERR6044190;This_study;Europe;FR;;ptxA1;ptxP3;fim3-2;fim2-1;Prn 2;prn+;;no;not available;-2,76021;48,5135;City;Pasteur_Brisse
450;FR0931;2000;ERR6044191;This_study;Europe;FR;;ptxA1;ptxP3;fim3-1;fim2-1;Prn 2;prn+;;no;not available;6,1834097;48,6937223;City;Pasteur_Brisse
451;FR0933;2000;ERR6044192;This_study;Europe;FR;;ptxA1;ptxP3;fim3-2;fim2-1;Prn 2;prn+;;no;not available;2,3514616;48,8566969;City;Pasteur_Brisse
452;FR0951;2000;ERR6044193;This_study;Europe;FR;;ptxA1;ptxP3;fim3-2;fim2-1;Prn 2;prn+;;no;not available;3,8767337;43,6112422;City;Pasteur_Brisse
453;FR1007;2000;ERR6044194;This_study;Europe;FR;;ptxA1;ptxP3;fim3-2;fim2-1;Prn 2;prn+;;no;not available;4,735948;45,6963425;City;Pasteur_Brisse
454;FR1015;2001;ERR6044195;This_study;Europe;FR;;ptxA1;ptxP3;fim3-2;fim2-1;Prn 2;prn+;;no;not available;-0,5800364;44,841225;City;Pasteur_Brisse
455;FR1020;2001;ERR6044196;This_study;Europe;FR;;ptxA1;ptxP1;fim3-1;fim2-1;Prn 2;prn+;;no;not available;-0,5800364;44,841225;City;Pasteur_Brisse
456;FR1042;2001;ERR6044197;This_study;Europe;FR;;ptxA1;ptxP1;fim3-1;fim2-1;Prn 1;prn+;;no;not available;-0,5800364;44,841225;City;Pasteur_Brisse
457;FR1061;2001;ERR6044198;This_study;Europe;FR;;ptxA1;ptxP3;fim3-2;fim2-1;Prn 2;prn+;;no;not available;3,8767337;43,6112422;City;Pasteur_Brisse
458;FR1072;2001;ERR6044199;This_study;Europe;FR;;ptxA1;ptxP3;fim3-2;fim2-1;Prn 19;prn+;;no;not available;3,8767337;43,6112422;City;Pasteur_Brisse
459;FR1074;2001;ERR6044200;This_study;Europe;FR;;ptxA1;ptxP3;fim3-2;fim2-1;Prn 2;prn+;;no;not available;1,0939658;49,4404591;City;Pasteur_Brisse
460;FR1088;2001;ERR6044201;This_study;Europe;FR;;ptxA1;ptxP3;fim3-2;fim2-1;Prn 2;prn+;;no;not available;3,8767337;43,6112422;City;Pasteur_Brisse
461;FR1092;2001;ERR6044202;This_study;Europe;FR;;ptxA1;ptxP3;fim3-2;fim2-1;Prn 2;prn+;;no;not available;1,0939658;49,4404591;City;Pasteur_Brisse
462;FR1113;2002;ERR6044203;This_study;Europe;FR;;ptxA1;ptxP3;fim3-2;fim2-1;Prn 2;prn+;;no;not available;5,7357819;45,1875602;City;Pasteur_Brisse
463;FR1123;2002;ERR6044204;This_study;Europe;FR;;ptxA1;ptxP3;fim3-2;fim2-1;Prn 2;prn+;;no;not available;4,735948;45,6963425;City;Pasteur_Brisse
464;FR1125;2002;ERR6044205;This_study;Europe;FR;;ptxA1;ptxP3;fim3-2;fim2-1;Prn 2;prn+;;no;not available;4,735948;45,6963425;City;Pasteur_Brisse
465;FR1126;2002;ERR6044206;This_study;Europe;FR;;ptxA1;ptxP3;fim3-2;fim2-1;Prn 2;prn+;;no;not available;4,735948;45,6963425;City;Pasteur_Brisse
466;FR1129;2002;ERR6044207;This_study;Europe;FR;;ptxA1;ptxP3;fim3-2;fim2-1;Prn 2;prn+;;no;not available;4,735948;45,6963425;City;Pasteur_Brisse
467;FR1141;2002;ERR6044208;This_study;Europe;FR;;ptxA1;ptxP3;fim3-2;fim2-1;Prn 2;prn+;;no;not available;6,1354651;45,8897505;City;Pasteur_Brisse
468;FR1148;2002;ERR6044209;This_study;Europe;FR;;ptxA1;ptxP3;fim3-2;fim2-1;Prn 2;prn+;;no;not available;2,48291;48,9031;City;Pasteur_Brisse
469;FR1156;2002;ERR6044210;This_study;Europe;FR;;ptxA1;ptxP3;fim3-2;fim2-1;Prn 2;prn+;;no;not available;5,44973;43,5283;City;Pasteur_Brisse
470;FR1164;2002;ERR6044211;This_study;Europe;FR;;ptxA1;ptxP3;fim3-2;fim2-1;Prn 2;prn+;;no;not available;5,44973;43,5283;City;Pasteur_Brisse
471;FR1169;2002;ERR6044212;This_study;Europe;FR;;ptxA1;ptxP3;fim3-2;fim2-1;Prn 2;prn+;;no;not available;2,4530731;48,7771486;City;Pasteur_Brisse
472;FR3013;2003;ERR6044213;This_study;Europe;FR;;ptxA1;ptxP3;fim3-1;fim2-1;Prn 2;prn+;;no;not available;5,44973;43,5283;City;Pasteur_Brisse
473;FR3015;2003;ERR6044214;This_study;Europe;FR;;ptxA1;ptxP3;fim3-1;fim2-1;Prn 2;prn+;;no;not available;5,44973;43,5283;City;Pasteur_Brisse
474;FR3016;2003;ERR6044215;This_study;Europe;FR;;ptxA1;ptxP3;fim3-1;fim2-1;Prn 2;prn+;;no;not available;5,44973;43,5283;City;Pasteur_Brisse
475;FR3018;2003;ERR6044216;This_study;Europe;FR;;ptxA1;ptxP3;fim3-2;fim2-1;Prn 2;prn+;;no;not available;2,3772525;51,0347708;City;Pasteur_Brisse
476;FR3019;2003;ERR6044217;This_study;Europe;FR;;ptxA1;ptxP3;fim3-2;fim2-1;Prn 2;prn+;;no;not available;7,3579641;48,0777517;City;Pasteur_Brisse
477;FR3020;2003;ERR6044218;This_study;Europe;FR;;ptxA1;ptxP3;fim3-2;fim2-1;Prn 9;prn+;;no;not available;1,2644847;45,8354243;City;Pasteur_Brisse
478;FR3021;2003;ERR6044219;This_study;Europe;FR;;ptxA1;ptxP3;fim3-2;fim2-1;Prn 2;prn+;;no;not available;-0,5515588;47,4739884;City;Pasteur_Brisse
479;FR3022;2003;ERR6044220;This_study;Europe;FR;;ptxA1;ptxP3;fim3-2;fim2-1;Prn 2;prn+;;no;not available;-0,5515588;47,4739884;City;Pasteur_Brisse
480;FR3026;2003;ERR6044221;This_study;Europe;FR;;ptxA1;ptxP3;fim3-2;fim2-1;Prn 2;prn+;;no;not available;-0,5800364;44,841225;City;Pasteur_Brisse
481;FR3027;2003;ERR6044222;This_study;Europe;FR;;ptxA1;ptxP3;fim3-2;fim2-1;Prn 2;prn+;;no;not available;1,0939658;49,4404591;City;Pasteur_Brisse
482;FR3029;2003;ERR6044223;This_study;Europe;FR;;ptxA1;ptxP3;fim3-2;fim2-1;Prn 2;prn+;;no;not available;2,3514616;48,8566969;City;Pasteur_Brisse
483;FR3030;2003;ERR6044224;This_study;Europe;FR;;ptxA1;ptxP3;fim3-2;fim2-1;Prn 2;prn+;;no;not available;6,1834097;48,6937223;City;Pasteur_Brisse
484;FR3034;2003;ERR6044225;This_study;Europe;FR;;ptxA1;ptxP3;fim3-2;fim2-1;Prn 2;prn+;;no;not available;1,0939658;49,4404591;City;Pasteur_Brisse
485;FR3037;2003;ERR6044226;This_study;Europe;FR;;ptxA1;ptxP3;fim3-2;fim2-1;Prn 2;prn+;;no;not available;0,6889268;47,3900474;City;Pasteur_Brisse
486;FR3039;2003;ERR6044227;This_study;Europe;FR;;ptxA1;ptxP3;fim3-1;fim2-1;Prn 2;prn+;;no;not available;-0,5515588;47,4739884;City;Pasteur_Brisse
487;FR3041;2003;ERR6044228;This_study;Europe;FR;;ptxA1;ptxP3;fim3-2;fim2-1;Prn 19;prn+;;no;not available;1,0939658;49,4404591;City;Pasteur_Brisse
488;FR3042;2003;ERR6044229;This_study;Europe;FR;;ptxA1;ptxP3;fim3-2;fim2-1;Prn 2;prn+;;no;not available;2,3514616;48,8566969;City;Pasteur_Brisse
489;FR3044;2003;ERR6044230;This_study;Europe;FR;;ptxA1;ptxP3;fim3-2;fim2-1;Prn 2;prn+;;no;not available;6,1834097;48,6937223;City;Pasteur_Brisse
490;FR3050;2003;ERR6044231;This_study;Europe;FR;;ptxA1;ptxP3;fim3-2;fim2-1;Prn 2;prn+;;no;not available;4,735948;45,6963425;City;Pasteur_Brisse
491;FR3055;2003;ERR6044232;This_study;Europe;FR;;ptxA1;ptxP3;fim3-2;fim2-1;Prn 2;prn+;;no;not available;2,3514616;48,8566969;City;Pasteur_Brisse
492;FR3056;2003;ERR6044233;This_study;Europe;FR;;ptxA1;ptxP3;fim3-2;fim2-1;Prn 2;prn+;;no;not available;0,48403;44,2139;City;Pasteur_Brisse
493;FR3063;2003;ERR6044234;This_study;Europe;FR;;ptxA1;ptxP3;fim3-2;fim2-1;Prn 2;prn+;;no;not available;1,0939658;49,4404591;City;Pasteur_Brisse
494;FR3067;2004;ERR6044235;This_study;Europe;FR;;ptxA1;ptxP3;fim3-2;fim2-1;Prn 2;prn+;;no;W.Blot-PRN+;-1,5541362;47,2186371;City;Pasteur_Brisse
495;FR3070;2004;ERR6044236;This_study;Europe;FR;;ptxA1;ptxP3;fim3-2;fim2-1;Prn 2;prn+;;no;W.Blot-PRN+;4,735948;45,6963425;City;Pasteur_Brisse
496;FR3080;2004;ERR6044237;This_study;Europe;FR;;ptxA1;ptxP3;fim3-2;fim2-1;Prn 2;prn+;;no;W.Blot-PRN+;4,735948;45,6963425;City;Pasteur_Brisse
497;FR3094;2004;ERR6044238;This_study;Europe;FR;;ptxA1;ptxP3;fim3-2;fim2-1;Prn 2;prn+;;no;W.Blot-PRN+;1,0939658;49,4404591;City;Pasteur_Brisse
498;FR3097;2004;ERR6044239;This_study;Europe;FR;;ptxA1;ptxP3;fim3-2;fim2-1;Prn 2;prn+;;no;W.Blot-PRN+;2,3514616;48,8566969;City;Pasteur_Brisse
499;FR3098;2004;ERR5101993;This_study;Europe;FR;;ptxA2;ptxP1;fim3-1;fim2-1;;prn-;event24;IS481 insertion;W.Blot-PRN-;2,3514616;48,8566969;City;Pasteur_Brisse
500;FR3103;2004;ERR6044240;This_study;Europe;FR;;ptxA1;ptxP3;fim3-2;fim2-1;Prn 2;prn+;;no;W.Blot-PRN+;4,735948;45,6963425;City;Pasteur_Brisse
501;FR3112;2004;ERR5101994;This_study;Europe;FR;;ptxA1;ptxP3;Others;fim2-1;Prn 2;prn-;;no;W.Blot-PRN-;4,735948;45,6963425;City;Pasteur_Brisse
502;FR3114;2004;ERR6044241;This_study;Europe;FR;;ptxA1;ptxP3;fim3-2;fim2-1;Prn 2;prn+;;no;W.Blot-PRN+;4,735948;45,6963425;City;Pasteur_Brisse
503;FR3116;2004;ERR6044242;This_study;Europe;FR;;ptxA1;ptxP3;fim3-2;fim2-1;Prn 2;prn+;;no;W.Blot-PRN+;1,0939658;49,4404591;City;Pasteur_Brisse
504;FR3118;2004;ERR6044243;This_study;Europe;FR;;ptxA1;ptxP3;fim3-2;fim2-1;Prn 2;prn+;;no;W.Blot-PRN+;1,0939658;49,4404591;City;Pasteur_Brisse
505;FR3127;2004;ERR6044244;This_study;Europe;FR;;ptxA1;ptxP3;fim3-2;fim2-1;Prn 2;prn+;;no;W.Blot-PRN+;2,48291;48,9031;City;Pasteur_Brisse
506;FR3138;2004;ERR6044245;This_study;Europe;FR;;ptxA1;ptxP3;fim3-2;fim2-1;Prn 2;prn+;;no;W.Blot-PRN+;3,0706414;50,6305089;City;Pasteur_Brisse
507;FR3162;2004;ERR6044246;This_study;Europe;FR;;ptxA1;ptxP3;fim3-1;fim2-1;Prn 2;prn+;;no;W.Blot-PRN+;3,08628;45,77966;City;Pasteur_Brisse
508;FR3173;2004;ERR6044247;This_study;Europe;FR;;ptxA1;ptxP3;fim3-1;fim2-1;Prn 2;prn+;;no;W.Blot-PRN+;2,3772525;51,0347708;City;Pasteur_Brisse
509;FR3182;2004;ERR6044248;This_study;Europe;FR;;ptxA1;ptxP3;fim3-2;fim2-1;Prn 2;prn+;;no;W.Blot-PRN+;2,48291;48,9031;City;Pasteur_Brisse
510;FR3183;2004;ERR6044249;This_study;Europe;FR;;ptxA1;ptxP3;fim3-2;fim2-1;Prn 2;prn+;;no;W.Blot-PRN+;6,1354651;45,8897505;City;Pasteur_Brisse
511;FR3184;2004;ERR6044250;This_study;Europe;FR;;ptxA1;ptxP3;fim3-2;fim2-1;Prn 2;prn+;;no;W.Blot-PRN+;5,0414701;47,3215806;City;Pasteur_Brisse
512;FR3187;2004;ERR6044251;This_study;Europe;FR;;ptxA1;ptxP3;fim3-2;fim2-1;Prn 2;prn+;;no;W.Blot-PRN+;2,3514616;48,8566969;City;Pasteur_Brisse
513;FR3197;2004;ERR6044252;This_study;Europe;FR;;ptxA1;ptxP3;fim3-2;fim2-1;Prn 2;prn+;;no;W.Blot-PRN+;1,0939658;49,4404591;City;Pasteur_Brisse
514;FR3204;2004;ERR6044253;This_study;Europe;FR;;ptxA1;ptxP3;fim3-1;fim2-1;Prn 2;prn+;;no;W.Blot-PRN+;1,0939658;49,4404591;City;Pasteur_Brisse
515;FR3208;2004;ERR6044254;This_study;Europe;FR;;ptxA1;ptxP3;fim3-1;fim2-1;Prn 2;prn+;;no;W.Blot-PRN+;3,8767337;43,6112422;City;Pasteur_Brisse
516;FR3276;2005;ERR5101995;This_study;Europe;FR;;ptxA1;ptxP3;fim3-2;fim2-1;;prn-;event24;IS481 insertion;W.Blot-PRN-;4,735948;45,6963425;City;Pasteur_Brisse
517;FR3290;2005;ERR6044255;This_study;Europe;FR;;ptxA1;ptxP3;fim3-2;fim2-1;Prn 2;prn+;;no;W.Blot-PRN+;3,8767337;43,6112422;City;Pasteur_Brisse
518;FR3316;2005;ERR6044256;This_study;Europe;FR;;ptxA1;ptxP3;fim3-2;fim2-1;Prn 2;prn+;;no;W.Blot-PRN+;4,735948;45,6963425;City;Pasteur_Brisse
519;FR3349;2005;ERR6044257;This_study;Europe;FR;;ptxA1;ptxP3;fim3-2;fim2-1;Prn 2;prn+;;no;W.Blot-PRN+;4,8059012;43,9492493;City;Pasteur_Brisse
520;FR3375;2005;ERR6044258;This_study;Europe;FR;;ptxA1;ptxP3;fim3-2;fim2-1;Prn 2;prn+;;no;W.Blot-PRN+;1,0939658;49,4404591;City;Pasteur_Brisse
521;FR3386;2005;ERR6044259;This_study;Europe;FR;;ptxA1;ptxP3;fim3-1;fim2-1;Prn 2;prn+;;no;W.Blot-PRN+;1,0939658;49,4404591;City;Pasteur_Brisse
522;FR3421;2005;ERR5101996;This_study;Europe;FR;;ptxA1;ptxP3;fim3-2;fim2-1;;prn-;event24;IS481 insertion;W.Blot-PRN-;1,0939658;49,4404591;City;Pasteur_Brisse
523;FR3424;2005;ERR5101997;This_study;Europe;FR;;ptxA1;ptxP3;fim3-2;fim2-1;;prn-;event24;IS481 insertion;W.Blot-PRN-;7,3579641;48,0777517;City;Pasteur_Brisse
524;FR3436;2005;ERR6044260;This_study;Europe;FR;;ptxA1;ptxP3;fim3-2;fim2-1;Prn 2;prn+;;no;W.Blot-PRN+;3,8767337;43,6112422;City;Pasteur_Brisse
525;FR3446;2005;ERR6044261;This_study;Europe;FR;;ptxA1;ptxP3;fim3-2;fim2-1;;Unkown;;no;W.Blot-PRN+;2,48291;48,9031;City;Pasteur_Brisse
526;FR3455;2005;ERR6044262;This_study;Europe;FR;;ptxA1;ptxP3;fim3-2;fim2-1;Prn 2;prn+;;no;W.Blot-PRN+;1,0939658;49,4404591;City;Pasteur_Brisse
527;FR3466;2005;ERR6044263;This_study;Europe;FR;;ptxA1;ptxP3;fim3-2;fim2-1;Prn 2;prn+;;no;W.Blot-PRN+;-1,5541362;47,2186371;City;Pasteur_Brisse
528;FR3469;2005;ERR5101985;Hegerle et. al. (2012);Europe;FR;;ptxA1;ptxP3;fim3-2;fim2-1;Prn 2;prn+;;no;W.Blot-PRN+;-1,5541362;47,2186371;City;Pasteur_Brisse
529;FR3483;2005;ERR6044264;This_study;Europe;FR;;ptxA1;ptxP3;fim3-2;fim2-1;Prn 2;prn+;;no;W.Blot-PRN+;3,8767337;43,6112422;City;Pasteur_Brisse
530;FR3500;2005;ERR6044265;This_study;Europe;FR;;ptxA1;ptxP3;fim3-2;fim2-1;;Unkown;;no;W.Blot-PRN+;4,735948;45,6963425;City;Pasteur_Brisse
531;FR3510;2006;ERR6044266;This_study;Europe;FR;;ptxA1;ptxP3;fim3-2;fim2-1;;Unkown;;no;W.Blot-PRN+;2,2956951;49,8941708;City;Pasteur_Brisse
532;FR3512;2006;ERR5101998;This_study;Europe;FR;;ptxA1;ptxP3;fim3-2;fim2-1;;prn-;event24;IS481 insertion;not available;3,0706414;50,6305089;City;Pasteur_Brisse
533;FR3534;2006;ERR6044267;This_study;Europe;FR;;ptxA1;ptxP3;fim3-2;fim2-1;Prn 2;prn+;;no;W.Blot-PRN+;1,0939658;49,4404591;City;Pasteur_Brisse
534;FR3560;2006;ERR6044268;This_study;Europe;FR;;ptxA1;ptxP3;fim3-2;fim2-1;Prn 2;prn+;;no;W.Blot-PRN+;-0,5515588;47,4739884;City;Pasteur_Brisse
535;FR3561;2006;ERR6044269;This_study;Europe;FR;;ptxA1;ptxP1;fim3-1;fim2-1;Prn 2;prn+;;no;W.Blot-PRN+;3,8767337;43,6112422;City;Pasteur_Brisse
536;FR3562;2006;ERR6044270;This_study;Europe;FR;;ptxA1;ptxP3;fim3-2;fim2-1;Prn 2;prn+;;no;W.Blot-PRN+;3,8767337;43,6112422;City;Pasteur_Brisse
537;FR3574;2006;ERR6044271;This_study;Europe;FR;;ptxA1;ptxP3;fim3-2;fim2-1;Prn 2;prn+;;no;W.Blot-PRN+;3,08628;45,77966;City;Pasteur_Brisse
538;FR3578;2006;ERR6044272;This_study;Europe;FR;;ptxA1;ptxP3;fim3-2;fim2-1;Prn 2;prn+;;no;W.Blot-PRN+;7,3579641;48,0777517;City;Pasteur_Brisse
539;FR3598;2006;ERR6044273;This_study;Europe;FR;;ptxA1;ptxP3;fim3-1;fim2-1;Prn 2;prn+;;no;W.Blot-PRN+;-1,5541362;47,2186371;City;Pasteur_Brisse
540;FR3608;2006;ERR6044274;This_study;Europe;FR;;ptxA1;ptxP3;fim3-2;fim2-1;Prn 19;prn+;;no;W.Blot-PRN+;5,44973;43,5283;City;Pasteur_Brisse
541;FR3635;2006;ERR6044275;This_study;Europe;FR;;ptxA1;ptxP3;fim3-1;fim2-1;Prn 2;prn+;;no;W.Blot-PRN+;-1,5541362;47,2186371;City;Pasteur_Brisse
542;FR3658;2006;ERR6044276;This_study;Europe;FR;;ptxA1;ptxP3;fim3-2;fim2-1;Prn 2;prn+;;no;W.Blot-PRN+;2,4530731;48,7771486;City;Pasteur_Brisse
543;FR3665;2006;ERR6044277;This_study;Europe;FR;;ptxA1;ptxP3;fim3-2;fim2-1;Prn 2;prn+;;no;W.Blot-PRN+;7,7507127;48,584614;City;Pasteur_Brisse
544;FR3693;2007;ERR5101999;Bouchez et. al. (2009);Europe;FR;;ptxA1;ptxP3;fim3-1;fim2-1;;prn-;;IS481 insertion;W.Blot-PRN-;4,9092352;45,7337532;City;Pasteur_Brisse
545;FR3700;2007;ERR6044278;This_study;Europe;FR;;ptxA1;ptxP3;fim3-1;fim2-1;Prn 2;prn+;;no;W.Blot-PRN+;1,0939658;49,4404591;City;Pasteur_Brisse
546;FR3705;2007;ERR5102000;This_study;Europe;FR;;ptxA1;ptxP3;fim3-2;fim2-1;;prn-;event24;IS481 insertion;W.Blot-PRN-;4,37614;45,47501;City;Pasteur_Brisse
547;FR3708;2007;ERR5102001;This_study;Europe;FR;;ptxA1;ptxP3;fim3-2;fim2-1;;prn-;event24;IS481 insertion;W.Blot-PRN-;0,6889268;47,3900474;City;Pasteur_Brisse
548;FR3710;2007;ERR6044279;This_study;Europe;FR;;ptxA1;ptxP3;fim3-1;fim2-1;Prn 2;prn+;;no;W.Blot-PRN+;1,0939658;49,4404591;City;Pasteur_Brisse
549;FR3722;2007;ERR6044280;This_study;Europe;FR;;ptxA1;ptxP3;fim3-1;fim2-1;Prn 2;prn+;;no;W.Blot-PRN+;1,0939658;49,4404591;City;Pasteur_Brisse
550;FR3736;2007;ERR6044281;This_study;Europe;FR;;ptxA1;ptxP3;fim3-1;fim2-1;Prn 2;prn+;;no;W.Blot-PRN+;-1,5541362;47,2186371;City;Pasteur_Brisse
551;FR3741;2007;ERR6044282;This_study;Europe;FR;;ptxA1;ptxP3;fim3-2;fim2-1;Prn 2;prn+;;no;W.Blot-PRN+;4,9092352;45,7337532;City;Pasteur_Brisse
552;FR3744;2007;ERR6044283;This_study;Europe;FR;;ptxA1;ptxP3;fim3-1;fim2-1;Prn 2;prn+;;no;W.Blot-PRN+;4,9092352;45,7337532;City;Pasteur_Brisse
553;FR3745;2007;ERR6044284;This_study;Europe;FR;;ptxA1;ptxP3;fim3-1;fim2-1;Prn 2;prn+;;no;W.Blot-PRN+;4,9092352;45,7337532;City;Pasteur_Brisse
554;FR3747;2007;ERR6044285;This_study;Europe;FR;;ptxA1;ptxP3;fim3-2;fim2-1;Prn 2;prn+;;no;W.Blot-PRN+;6,1354651;45,8897505;City;Pasteur_Brisse
555;FR3749;2007;ERR5101986;Bouchez et. al. (2009);Europe;FR;;ptxA2;ptxP1;fim3-2;fim2-1;Prn 2;prn+;;no;W.Blot-PRN+;6,1834097;48,6937223;City;Pasteur_Brisse
556;FR3753;2007;ERR6044286;This_study;Europe;FR;;ptxA1;ptxP3;fim3-2;fim2-1;Prn 2;prn+;;no;W.Blot-PRN+;-1,5541362;47,2186371;City;Pasteur_Brisse
557;FR3774;2007;ERR6044287;This_study;Europe;FR;;ptxA1;ptxP3;fim3-2;fim2-1;Prn 2;prn+;;no;W.Blot-PRN+;1,4364999;44,4495;City;Pasteur_Brisse
558;FR3782;2007;ERR6044288;This_study;Europe;FR;;ptxA1;ptxP3;fim3-1;fim2-1;Prn 2;prn+;;no;W.Blot-PRN+;4,37614;45,47501;City;Pasteur_Brisse
559;FR3793;2007;ERR5102002;This_study;Europe;FR;;ptxA1;ptxP3;fim3-1;fim2-1;;prn-;event2;no;W.Blot-PRN-;1,0939658;49,4404591;City;Pasteur_Brisse
560;FR3883;2008;ERR2102110;Bouchez et. al. (2018);Europe;FR;;ptxA1;ptxP3;fim3-2;fim2-1;Prn 2;prn+;;no;W.Blot-PRN+;4,9092352;45,7337532;City;Pasteur_Brisse
